content,publish_time,like_numlocation,forward_num,comment_num
其实为什么这样，因为大部分香港local其实经济非常拮据，不如内地改革开放后新崛起的暴发户们有钱（也可以自称新贵），所谓生活条件上的优越感都是90年代以前的。（能偷相机也说明真的拮据  原图,2023-12-16 07:45,2,1,1
这个把我笑死了，一个留学生做🐔的，随便说一个问题就说自己脑子有问题然后跳过，曲姐问她啥学校的，估计钱没给够，而且我觉得这个女的应该去学校看看心理医生  原图 ,2023-11-11 02:03,1,1,0
我妹比我老公还要cheap，我这人看到俩人在找便宜的给我妹穿的衣服，我已经受不了了。  ,2023-11-18 10:04,2,1,0
我最见不得：智商低还在yy自己在下一盘大棋  ,2023-12-15 05:27,1,1,0
我觉得我像npd但不是真的npd，就是说我真的有比很多npd更幸运的生活，而且说实话我天赋和脑子也就是很多npd臆想中自己想有的天赋和脑子。但是我还不是真的npd。但是一些npd看我说话直接辛辣就以为我跟他们一样，帮他们说出来他们不敢说的话。实际上我根本就不是他们臆想的那个意思。  ,2023-11-28 13:24,1,1,0
曲姐连麦这个女的，怎么她想复合还在一个劲儿抱怨对方不承认自己有问题啊，而且自己还去找对方复合了两次对方说根本不可能她还在说自己会改。改个屁，谁碰到你谁倒霉。这个男的肯定是上辈子做了缺德的事情碰到你了。这种人你一跟她说你有啥问题她就炸了，什么都听不进去，这种人改个屁啊。  ,2023-11-27 08:13,0,1,0
:我老公问我对我这个朋友还在生气吗？我说我越想越多就越生气。虽然我跟她的对话已经从我忍不住开始骂她的那一刻就已经打住。我这个朋友她让我生气绝对不是因为她是一个坏人，因为她做的事情除了对她自己以外伤害不了任何人。她对我也挺好的。我老公说我太judgemental了。我说这不是我judgemental，是因为这人怎么能脑子这么flawed呢？啊确实我judgemental。但我骂她确实也不是因为我有恶意，她也知道我骂她是为了她好，她当下脑子糊涂还会觉得我骂她生气，过了这件事之后她还会找我，说想让我来把她骂醒（我这个时候就翻白眼不骂她了）我们j人就是这个样子的。我对真正的伤害我的坏人倒不会每天这么骂，我都觉得关我屁事。我是看不得这人发疯就忍不住破口大骂。,2023-10-22 05:05,0,1,2
不过说到真的请人吃饭，我妈的教育都是趁人不注意偷偷先去把单买了，绝对不假意抢买单搞这一出。  ,2023-10-28 09:26,8,1,2
:曲姐上次连麦有一个女的真的让人毛骨悚然。这个女的婚内出轨，然后跟外面的人搞破鞋的时候也装单身，结果搞出了娃，两方都瞒不住了。然后她拼命想跟自己在外搞破鞋的一方结婚，要不然就让婚内被她带了绿帽的人不要跟她离婚，结果两个男的最后都接受不了。然后她还有坚持要用各种手段达到自己的目的，就是没有手段了，就来连麦曲姐。这人典型的就是一个npd。我是我见过一些极度自私的人都是这样的，这种人其实反而不像很多人那么弱鸡，他执着的那些事情前半生应该是经常能达成才能这样。但是这种人就是典型压迫别人而不知道自己过分，他迟早会被反噬的。我之前知道有人故意搞异地恋也是这样的，就是国内吊着一个，再在国外找（这人也是一个女的，但男的这种操作更常见），最后就暴露了，整个人就完了。,2023-11-13 23:24,18,1,11
刘玉玲什么时候都是catch。因为刘玉玲是密歇根毕业的，ugly里面都有她作为杰出校友的大幅照片，(Lucy Liu就是刘玉玲）蠢到什么份上才会认为刘玉玲的美和受欢迎是因为“白男有yellow fever”  原图 ,2023-12-07 15:23,7,1,0
我也碰到会反相吸血的导师，我一有机会一定把他开了呀  ,2023-12-04 06:36,2,1,0
曲姐连麦的这个被自己表姐献宝的女孩子，真的糊涂。曲姐跟她说你被献宝了知不知道是什么意思，她还不懂。这么糊涂让人看了干着急  ,2023-12-11 12:37,0,1,0
我老公说，我们的小孩必须是天才，乔布斯。我说不是天才怎么办，他说鸡他。  ,2023-12-01 08:18,0,1,0
印度人口味有多重，上次我们去吃巴九门，我老公的印度work husband，他第一次吃牛油火锅，直接喝那个红锅里的汤。在场的成都人都吓得半死。  ,2023-10-31 09:36,1,1,0
马斯克：我怎么会为了广告商出卖灵魂？发**克it！  ,2023-12-07 08:14,0,1,0
我服了这些男的，incel味儿溢出屏幕  [组图共2张] 原图,2023-10-29 11:00,7,1,0
曲姐评李白，我很有共鸣。一个自视甚高并且好吃懒做的人就会琢磨怎么倒插门。  ,2023-10-25 03:05,2,1,0
为什么只有“素颜女教授”配当道德模范“妆后女教授”就不配当道德模范，或者“妆后大专妹”就不配当道德模范？看到有些人写的东西就不理解这个脑回路是怎样的曲折  ,2023-11-07 04:27,3,1,0
:一个女的在美丽国三十多都没对象，曲姐说这个把我笑死了说实话老美非常注意健康，这种教育国内都没有，但是在美国人家都是全套定时体检，基本不可能出现国内这种男的一个毒虫自己都不可能知道自己带多少种的情况。而且大部分人自己就很自觉，他要是自己有问题他不敢出来搞，因为把别人搞出问题了他要付很严重的法律责任的。他要是查出来有问题也都是主动坦白然后让自己对象去自查，好多人出轨就是这么暴露的。,2023-10-17 03:29,3,1,0
:我真没见过几个交往过白女的亚男，碰见过一个，是我之前俄罗斯室友的date。我俄罗斯室友就是典型Beverly白富美，家世非常好，不知道为date了这个community college亚洲树墩子两年，我总结原因是因为他是一个大型舔狗，据我室友讲她来学校第一天就碰到这个男的主动给她搬行李，每次我室友有体力需求树墩子随叫随到。我室友又是个非常善良的女的（家里有俄罗斯传统教育），还做饭给他吃。我妹来了碰见他俩在一起惊呼beauty and beast。后来我室友终于下定决心把他甩了，然后她跟我讲后来这男的又找她出去，结果是带她见他的新date，是个个子很高的白女，长得非常漂亮跟model差不多（我室友跟我都是一米六）。我室友当场挺尴尬的，说good for you哦。没想到被摆了一道被树墩子示威。,2023-11-01 01:24,7,1,3
有人觉得，有谋略，有城府，会算计，是成功上层人士的专利，会想去研究厚黑学，认为如果自己学会了操控人，就一定会成功，那完全是屌丝的意淫。其实完全不是这样。真正的社会底层完全是更加沉迷这一套，而且更加血腥残忍不讲章法没有逻辑。  ,2023-11-22 06:36,10,1,0
我觉得恋爱脑享受爱情享受男人完全没有什么问题，但问题是不是所有人都hold得住这种享受。有些女的恋爱脑也能把男的hold住，有些女的恋爱脑就是被男的吃干抹净悲惨一生。不管是前者有这种能力心理素质还是命里带的，反正真的是各人有各命。没有这个命的，恋爱脑消失了就是一个福报。  ,2023-12-10 16:44,6,1,0
我老板凌晨两点问我把稿子改完没有。我老公是奋斗逼不假，甚至他也来自一个臭名昭著的民族，但他还是小瞧了我们老钟人  ,2023-10-21 15:58,4,1,0
林翰也在关注fab  原图 ,2023-10-27 16:43,0,1,1
其实爱一定是有条件的，最简单的例子是我爱老公的前提是对方一定要爱我，对方爱我是一个必要条件但不是充要条件。只是说是什么样的条件，是不是个严苛荒唐的条件。父母对小孩的爱基于血缘关系。女粉喜爱狗头萝莉是因为她重新做人的人设。  ,2023-10-15 10:00,8,1,0
喜欢男的没有问题，喜欢坏男的有问题，喜欢坏男的还做帮凶大大的问题  ,2023-11-16 20:17,9,1,2
朴海美女士弃医从文  原图 ,2023-12-16 07:16,2,1,0
国内都是生三个女儿受不了了，第三个女儿取名叫娣，我老公他妈是一直想生女儿结果生了三个都不是，他最小的弟弟应该叫妹。  ,2023-10-11 07:06,1,1,0
曲姐太好玩了，她说话真的好像我妈。  ,2023-11-25 12:35,8,1,1
已将爱如火加入歌单  [组图共2张] 原图,2023-11-27 05:29,2,1,0
:连曲姐的各种各样的人都很有意思。很多那种没有情感经历但来找曲姐给她规划婚恋的，就很搞笑。曲姐说你什么经验都没有，你的标准都是幻想的标准。人要跟真实存在的人谈恋爱，不要跟想象中的人谈恋爱。我觉得网上好多那种incel青砖再谈这个两性关系的过程中就是很搞笑的，基本都是在谈他们想象中的人。我感觉老钟社会这种人估计是大多数吧，因为实在见了很多，然后那种青砖受众还挺广的，估计都是这个原因。,2023-10-27 20:01,6,1,0
妈呀，把曲姐封杀之前还不把fab封杀了，举报炸个号就开始跳了，怎么也不看看fab那几个号被封杀了多少回，都成了转世灵童了，怎么活到现在还要靠骂女的蹭流量啊  原图 ,2023-10-14 18:11,2,1,4
一些人化妆就是大变活人，也很可怕。早些年台湾很喜欢出妆前妆后差很大为噱头的节目，很可怕。  ,2023-10-09 00:50,0,1,0
好多女的就是手里攒着老公的pdf，攒着攒着变成小三的pdf，手里几百个小三的pdf，也不知道婚姻谁是过错方  ,2023-10-09 05:36,1,1,0
见的很多，很多自居大房的打小三的时候看上去很厉害的样子，实际上是因为她对老公一点都不厉害。她要是对老公厉害一点根本就没有小三可以打。  ,2023-10-09 05:55,11,1,0
很多男的都是这样的，他根本没有在故意演戏，你觉得他的爱和疯都是演的那纯粹是你自己想多了在给自己加戏。他就是一个比较纠结矛盾的疯逼罢了。  原图 ,2023-10-09 12:27,11,1,0
其实非要从我家选一个人作为标的我也不可能选我爸，我们家事业做得最好的人根本不是我爸，但我爸飘了也很容易理解，毕竟他出身太低没有见过世面。  ,2023-10-09 12:42,0,1,0
我爸现在为什么这么狂妄，我觉得他就是去商咖太多了，被女的捧成这样的，完全不知天高地厚  ,2023-10-09 12:46,2,1,0
:其实每个人都有自恋的成分，但自恋型人格障碍他的整个人生都是建立在自恋上的，也就是说如果你硬要告诉他他不行，他整个人会崩溃。如果非这种人格障碍的人你告诉他你不行，他会觉得很正常，那我可以改进就行了，我的ego可大可小，很弹性。但npd的人他的自恋一直都很大，没法缩小，他会溢出，如果现实不允许他就会挤爆出来。所以我爸会崩溃也就是这样。我觉得以前他能接受我是因为我是他自恋的投射，他把我看成他自恋过程的一部分。现在我在他眼里独立成另一个人之后他就不能接受他不如我了。,2023-10-09 13:24,5,1,0
